WGT,AGE,EDUC,LF,FOODHOME,FOODAWAY,FOODDELV,RENT,INCOME,WAGEINC,INTDIVINC,KGINC,SAVING,LIQ,FIN,ASSET,NFIN,DEBT,NETWORTH,TPAY,PIRTOTAL
8473.8162627,30,9,1,6000,1800,0,940.0,33508.266533,25941.883768,0.0,0.0,500,800,6100,17600.0,11500.0,3100,14500.0,77.5,0.0277543453
8436.948455,30,9,1,6000,1800,0,940.0,34589.178357,25941.883768,0.0,0.0,500,800,6100,17600.0,11500.0,3100,14500.0,77.5,0.026887022
8647.9068661,30,9,1,6000,1800,0,940.0,33508.266533,25941.883768,0.0,0.0,500,800,6100,17500.0,11400.0,3100,14400.0,77.5,0.0277543453
8455.8801105,30,9,1,6000,1800,0,940.0,34589.178357,25941.883768,0.0,0.0,500,800,6100,17700.0,11600.0,3000,14700.0,75.0,0.0260196987
13102.484702,41,11,1,14400,3120,0,0.0,142680.36072,141599.4489,0.0,0.0,44000,74000,90000,437500.0,347500.0,145100,292400.0,2480.0,0.2085781102
12798.073346,41,11,1,11040,2760,0,0.0,143761.27255,142680.36072,0.0,0.0,41000,73000,77400,426500.0,349100.0,164100,262400.0,2340.0,0.1953238136
12592.399306,41,11,1,12000,3120,0,0.0,126466.68337,126466.68337,0.0,0.0,47000,73000,74800,407800.0,333000.0,156400,251400.0,2180.0,0.2068528984
12897.890306,41,11,1,12000,3240,0,0.0,143761.27255,143761.27255,0.0,0.0,42000,72000,80000,441000.0,361000.0,158000,283000.0,2350.0,0.1961585307
12495.053003,41,11,1,11280,3000,0,0.0,127547.59519,127547.59519,0.0,0.0,45000,70000,71800,419100.0,347300.0,153800,265300.0,2560.0,0.2408512677
3189.5503448,34,9,1,8400,3600,0,0.0,28103.707415,0.0,0.0,0.0,0,500,500,70500.0,70000.0,16000,54500.0,540.0,0.230574561
3171.2114864,34,9,1,8400,3600,0,0.0,28103.707415,0.0,0.0,0.0,0,500,500,70500.0,70000.0,16000,54500.0,480.0,0.2049551653
3158.6202919,34,9,1,8400,3600,0,0.0,28103.707415,0.0,0.0,0.0,0,500,500,70500.0,70000.0,16000,54500.0,370.0,0.1579862733
3143.3549752,34,9,1,8400,3600,0,0.0,28103.707415,0.0,0.0,0.0,0,500,500,70500.0,70000.0,16000,54500.0,430.0,0.183605669
3143.8625445,34,9,1,8400,3600,0,0.0,28103.707415,0.0,0.0,0.0,0,500,500,70500.0,70000.0,16000,54500.0,310.0,0.1323668776
2469.6453405,42,8,1,3480,2600,1560,610.0,45398.296593,46479.208417,0.0,0.0,0,140,140,42240.0,42100.0,23490,18750.0,532.25,0.140688098
2505.810394,42,8,1,3240,2600,1560,570.0,42155.561122,42155.561122,0.0,0.0,0,150,150,41650.0,41500.0,23700,17950.0,467.5,0.1330785275
2479.8155283,42,8,1,3480,2080,1560,650.0,48641.032064,49721.943888,0.0,0.0,0,140,140,40840.0,40700.0,22600,18240.0,515.0,0.1270532252
2479.3029553,42,8,1,3120,2080,2080,670.0,45398.296593,45398.296593,0.0,0.0,0,140,2140,41740.0,39600.0,23700,18040.0,487.5,0.1288594604
2481.6394496,42,8,1,3600,2080,1560,650.0,42155.561122,42155.561122,0.0,0.0,0,150,150,38450.0,38300.0,22090,16360.0,472.25,0.1344306623
2022.9217099,30,14,1,4200,2400,1200,0.0,234557.86573,138356.71343,0.0,0.0,1550,171550,331550,707550.0,376000.0,167000,540550.0,1880.0,0.096180957
2028.7363673,30,14,1,4200,2400,1200,0.0,234557.86573,138356.71343,0.0,0.0,1550,171550,331550,708550.0,377000.0,168000,540550.0,1890.0,0.0966925578
2183.2120499,30,14,1,4200,2400,1200,0.0,234557.86573,138356.71343,0.0,0.0,1550,171550,331550,708550.0,377000.0,166000,542550.0,1880.0,0.096180957
2082.633288,30,14,1,4200,2400,1200,0.0,234557.86573,138356.71343,0.0,0.0,1550,171550,331550,707550.0,376000.0,167000,540550.0,1880.0,0.096180957
2215.1354021,30,14,1,4200,2400,1200,0.0,234557.86573,138356.71343,0.0,0.0,1550,171550,331550,707550.0,376000.0,168000,539550.0,1880.0,0.096180957
2244.230131,45,12,1,6000,6000,0,0.0,199968.68737,183755.01002,540.45591182,16213.677355,0,60000,208000,982000.0,774000.0,549000,433000.0,4525.0,0.2715425135
2268.5917494,45,12,1,6000,6000,0,0.0,199968.68737,183755.01002,540.45591182,16213.677355,0,60000,208000,981000.0,773000.0,548000,433000.0,4525.0,0.2715425135
2364.5499771,45,12,1,6000,6000,0,0.0,199968.68737,183755.01002,540.45591182,16213.677355,0,60000,208000,981000.0,773000.0,549000,432000.0,4525.0,0.2715425135
2335.4205766,45,12,1,6000,6000,0,0.0,199968.68737,183755.01002,540.45591182,16213.677355,0,60000,208000,981000.0,773000.0,549000,432000.0,4525.0,0.2715425135
2397.1473794,45,12,1,6000,6000,0,0.0,199968.68737,183755.01002,540.45591182,15132.765531,0,60000,208000,981000.0,773000.0,548000,433000.0,4525.0,0.2715425135
1783.0670778,51,12,1,7800,4680,0,0.0,189159.56914,199968.68737,0.0,-10809.11824,5000,107500,727500,1157800.0,430300.0,165000,992800.0,1150.0,0.0729542791
1788.878176,51,12,1,7800,4680,0,0.0,189159.56914,199968.68737,0.0,-10809.11824,5000,107500,727500,1158800.0,431300.0,165000,993800.0,1150.0,0.0729542791
1923.6440849,51,12,1,7800,4680,0,0.0,189159.56914,199968.68737,0.0,-10809.11824,5000,107500,727500,1157700.0,430200.0,165000,992700.0,1150.0,0.0729542791
1836.6882738,51,12,1,7800,4680,0,0.0,189159.56914,199968.68737,0.0,-10809.11824,5000,107500,727500,1157700.0,430200.0,165000,992700.0,1150.0,0.0729542791
1952.5534543,51,12,1,7800,4680,0,0.0,189159.56914,199968.68737,0.0,-10809.11824,5000,107500,727500,1157700.0,430200.0,165000,992700.0,1150.0,0.0729542791
2.9185426425,58,8,1,3960,19200,0,0.0,32308454.409,283198.8978,864729.45892,3891282.5651,0,3851100,17994100,517077500.0,499083400.0,0,517077500.0,0.0,0.0
2.8739123405,58,8,1,3960,19200,0,0.0,25174436.373,369671.84369,771771.04208,2161823.6473,0,3781200,19067200,489382700.0,470315500.0,0,489382700.0,0.0,0.0
2.9008096572,58,8,1,4080,16800,0,0.0,24201615.731,369671.84369,787984.71944,1178193.8878,0,3571100,17745100,517949400.0,500204300.0,0,517949400.0,0.0,0.0
2.9525576071,58,8,1,4080,18000,0,0.0,32427354.709,284279.80962,981467.93587,3891282.5651,0,3781100,18186100,496467700.0,478281600.0,0,496467700.0,0.0,0.0
2.9338712331,58,8,1,4080,19200,0,0.0,29908830.16,369671.84369,691783.56713,1567322.1443,0,3771200,18233200,506034500.0,487801300.0,0,506034500.0,0.0,0.0
5553.748386,68,9,0,7800,2600,0,0.0,48641.032064,0.0,0.0,0.0,85000,97000,629000,1172500.0,543500.0,0,1172500.0,0.0,0.0
5571.4985243,68,9,0,7800,2600,0,0.0,49721.943888,0.0,0.0,0.0,85000,97000,629000,1173600.0,544600.0,0,1173600.0,0.0,0.0
6000.1406448,68,9,0,7800,2600,0,0.0,48641.032064,0.0,0.0,0.0,85000,97000,629000,1170700.0,541700.0,0,1170700.0,0.0,0.0
5718.2610818,68,9,0,7800,2600,0,0.0,48641.032064,0.0,0.0,0.0,85000,97000,629000,1170600.0,541600.0,0,1170600.0,0.0,0.0
6093.0199557,68,9,0,7800,2600,0,0.0,49721.943888,0.0,0.0,0.0,85000,97000,629000,1166900.0,537900.0,0,1166900.0,0.0,0.0
9558.3656977,55,9,0,10400,0,5200,0.0,41074.649299,0.0,0.0,0.0,0,211,211,140211.0,140000.0,85000,55211.0,1305.0,0.3812570592
8938.1916939,55,9,0,10400,0,5200,0.0,43236.472946,0.0,0.0,0.0,0,211,211,140111.0,139900.0,85000,55111.0,1305.0,0.3621942063
9201.9105831,55,9,0,10400,0,5200,0.0,39993.737475,0.0,0.0,0.0,0,211,211,140211.0,140000.0,85000,55211.0,1295.0,0.3885608343
9204.5685432,55,9,0,10400,0,5200,0.0,41074.649299,0.0,0.0,0.0,0,201,201,140201.0,140000.0,85000,55201.0,1295.0,0.3783355492
9088.9104389,55,9,0,10400,0,5200,0.0,39993.737475,0.0,0.0,0.0,0,201,201,141201.0,141000.0,85000,56201.0,1305.0,0.3915613041
8423.2221724,41,12,1,10800,1800,0,0.0,108091.18236,90796.593186,0.0,0.0,50000,56000,156700,1313400.0,1156700.0,0,1313400.0,0.0,0.0
8456.9943289,41,12,1,10800,1800,0,0.0,108091.18236,90796.593186,0.0,0.0,50000,56000,160500,1303400.0,1142900.0,0,1303400.0,0.0,0.0
9103.0649231,41,12,1,10800,1800,0,0.0,108091.18236,90796.593186,0.0,0.0,50000,56000,160000,1313700.0,1153700.0,0,1313700.0,0.0,0.0
8685.505426,41,12,1,10800,1800,0,0.0,108091.18236,90796.593186,0.0,0.0,50000,56000,160700,1320500.0,1159800.0,0,1320500.0,0.0,0.0
9243.557539,41,12,1,10800,1800,0,0.0,108091.18236,90796.593186,0.0,0.0,50000,56000,160500,1310700.0,1150200.0,0,1310700.0,0.0,0.0
1773.8705621,63,8,1,3600,0,0,0.0,90796.593186,49721.943888,0.0,0.0,200,1700,6700,166000.0,159300.0,135640,30360.0,2317.75,0.3063220659
1691.7565821,63,8,1,3600,0,0,0.0,90796.593186,49721.943888,0.0,0.0,200,1700,17200,171860.0,154660.0,134630,37230.0,2327.5,0.3076106605
1749.0496265,63,8,1,3600,0,0,0.0,91877.50501,49721.943888,0.0,0.0,200,1700,225200,385400.0,160200.0,134640,250760.0,2327.75,0.3040243637
1704.080279,63,8,1,3600,0,0,0.0,91877.50501,49721.943888,0.0,0.0,200,1700,94200,259300.0,165100.0,134630,124670.0,2317.5,0.3026856247
1726.2524266,63,8,1,3600,0,0,0.0,90796.593186,49721.943888,0.0,0.0,200,1700,175200,339300.0,164100.0,134640,204660.0,2317.75,0.3063220659
45.949467054,72,9,1,24000,11880,0,0.0,11619802.104,0.0,878781.31263,6485470.9419,135000,1505000,15865000,92007000.0,76142000.0,1870000,90137000.0,18520.836132,0.0191268347
46.449226451,72,9,1,24000,12000,0,0.0,11954884.77,0.0,1214944.8898,6485470.9419,79000,1439000,28439000,111365000.0,82926000.0,2750000,108615000.0,23568.06022,0.0236570011
46.922012352,72,9,1,24000,13200,0,0.0,11879220.942,0.0,1134957.4148,6485470.9419,164000,1554000,33634000,119914000.0,86280000.0,656000,119258000.0,10628.680602,0.0107367451
47.897731136,72,9,1,24000,11400,0,0.0,12171067.134,0.0,1428965.4309,6485470.9419,174000,1618000,51338000,137720000.0,86382000.0,728000,136992000.0,11643.403011,0.0114797523
46.235339059,72,9,1,24000,13200,0,0.0,12214303.607,0.0,1465716.4329,6485470.9419,87000,1474850,58164850,135768850.0,77604000.0,696000,135072850.0,11328.680602,0.0111299155
2193.4333785,61,8,0,6000,2400,0,0.0,27022.795591,0.0,0.0,0.0,0,200,200,90200.0,90000.0,26000,64200.0,660.0,0.2930858864
2195.348647,61,8,0,6000,2400,0,0.0,27022.795591,0.0,0.0,0.0,0,200,200,89200.0,89000.0,32000,57200.0,710.0,0.3152893627
2187.8798184,61,8,0,6000,2400,0,0.0,27022.795591,0.0,0.0,0.0,0,200,200,89200.0,89000.0,32000,57200.0,190.0,0.0843732097
2193.8001138,61,8,0,6000,2400,0,0.0,25941.883768,0.0,0.0,0.0,0,200,200,90200.0,90000.0,30000,60200.0,900.0,0.4163151796
2187.4233556,61,8,0,6000,2400,0,0.0,25941.883768,0.0,0.0,0.0,0,200,200,89200.0,89000.0,34000,55200.0,460.0,0.212783314
3011.8617554,55,8,1,7200,9000,0,0.0,274551.60321,156732.21443,205.37324649,0.0,4020,11450,11450,892450.0,881000.0,613400,279050.0,5610.0,0.2451998066
3038.6624861,55,8,1,7200,9000,0,0.0,274551.60321,156732.21443,205.37324649,0.0,3950,10830,10830,893830.0,883000.0,613300,280530.0,5610.0,0.2451998066
3146.8222178,55,8,1,7200,9000,0,0.0,274551.60321,156732.21443,313.46442886,0.0,4000,11160,11160,895160.0,884000.0,613470,281690.0,5710.0,0.2495705696
3149.3991452,55,8,1,7200,9000,0,0.0,274551.60321,156732.21443,302.65531062,0.0,2310,11210,11210,894210.0,883000.0,612400,281810.0,5600.0,0.2447627303
3218.4265377,55,8,1,7200,9000,0,0.0,274551.60321,156732.21443,194.56412826,0.0,4040,11060,11060,894060.0,883000.0,613300,280760.0,5720.0,0.2500076459
3454.0958312,80,14,0,9600,6000,0,0.0,546941.38277,0.0,209696.89379,216182.36473,0,94500,5444500,9734995.0,4290495.0,0,9734995.0,0.0,0.0
3784.8751421,80,14,0,9600,6000,0,0.0,515594.93988,0.0,212939.62926,176188.62725,0,129500,5849500,10138995.0,4289495.0,0,10138995.0,0.0,0.0
4105.3010377,80,14,0,9600,6000,0,0.0,518837.67535,0.0,209696.89379,194564.12826,0,145500,4965500,9254995.0,4289495.0,0,9254995.0,0.0,0.0
3675.4269442,80,14,0,9600,6000,0,0.0,538294.08818,0.0,209696.89379,208615.98196,0,67500,5417500,9706995.0,4289495.0,0,9706995.0,0.0,0.0
3557.9773636,80,14,0,9600,6000,0,0.0,548022.29459,0.0,209696.89379,216182.36473,0,70500,4954500,9244995.0,4290495.0,0,9244995.0,0.0,0.0
14607.632461,51,8,1,15600,2600,0,0.0,83230.210421,70259.268537,0.0,0.0,10400,16500,21500,503500.0,482000.0,141200,362300.0,2067.5,0.2980888775
13687.501406,51,8,1,15600,2600,0,0.0,83230.210421,70259.268537,0.0,0.0,10400,16500,21500,504500.0,483000.0,141300,363200.0,2067.5,0.2980888775
13919.19638,51,8,1,15600,2600,0,0.0,83230.210421,70259.268537,0.0,0.0,10400,16500,21500,504500.0,483000.0,141300,363200.0,2077.5,0.2995306617
14275.422101,51,8,1,15600,2600,0,0.0,83230.210421,70259.268537,0.0,0.0,10400,16500,21500,504500.0,483000.0,141300,363200.0,2077.5,0.2995306617
13723.123071,51,8,1,15600,2600,0,0.0,83230.210421,70259.268537,0.0,0.0,10400,16500,21500,504500.0,483000.0,141300,363200.0,2067.5,0.2980888775
5536.1134869,51,12,1,18000,1800,0,0.0,339406.31263,302655.31062,0.0,0.0,0,3000,34000,1226000.0,1192000.0,67000,1159000.0,1140.0,0.0403056734
5554.6822966,51,12,1,18000,1800,0,0.0,338325.4008,302655.31062,0.0,0.0,0,3000,30000,1223000.0,1193000.0,67000,1156000.0,1120.0,0.0397250693
5975.2626582,51,12,1,18000,1800,0,0.0,338325.4008,302655.31062,0.0,0.0,0,3000,32000,1224000.0,1192000.0,67000,1157000.0,1130.0,0.0400797574
5704.2294094,51,12,1,18000,1800,0,0.0,339406.31263,302655.31062,0.0,0.0,0,3000,33000,1227000.0,1194000.0,67000,1160000.0,1140.0,0.0403056734
6063.7268617,51,12,1,18000,1800,0,0.0,339406.31263,302655.31062,0.0,0.0,0,3000,37000,1230000.0,1193000.0,67000,1163000.0,1140.0,0.0403056734
5505.006592,41,7,1,8840,7280,0,1000.0,16213.677355,16213.677355,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0
5532.5475653,41,7,1,8840,7280,0,1000.0,16213.677355,16213.677355,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0
5450.6329229,41,7,1,8840,7280,0,1000.0,16213.677355,16213.677355,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0
5531.9453188,41,7,1,8320,7280,0,1000.0,16213.677355,16213.677355,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0
5461.187967,41,7,1,8840,7280,0,1000.0,16213.677355,16213.677355,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0
11919.432695,59,13,0,6000,0,0,0.0,25941.883768,0.0,0.0,0.0,0,2200,39200,155200.0,116000.0,8000,147200.0,200.0,0.0925144844
11668.256127,59,13,0,6000,0,0,0.0,25941.883768,0.0,0.0,0.0,0,2200,39200,155200.0,116000.0,8000,147200.0,200.0,0.0925144844
11926.721128,59,13,0,6000,0,0,0.0,25941.883768,0.0,0.0,0.0,0,2200,39200,155200.0,116000.0,8000,147200.0,200.0,0.0925144844
11716.297291,59,13,0,6000,0,0,0.0,25941.883768,0.0,0.0,0.0,0,2200,39200,155200.0,116000.0,8000,147200.0,200.0,0.0925144844
11758.198527,59,13,0,6000,0,0,0.0,25941.883768,0.0,0.0,0.0,0,2200,39200,154200.0,115000.0,8000,146200.0,200.0,0.0925144844
12864.602859,56,12,1,3600,240,0,0.0,39993.737475,39993.737475,0.0,0.0,2500,6500,6600,399600.0,393000.0,24060,375540.0,1101.5,0.3305017444
12029.910767,56,12,1,3600,360,0,0.0,46479.208417,47560.12024,0.0,0.0,2500,6500,11100,432100.0,421000.0,22100,410000.0,1202.5,0.3104613975
12384.849977,56,12,1,3600,240,0,0.0,29184.619238,30265.531062,0.0,0.0,2500,6500,6600,366600.0,360000.0,29050,337550.0,1101.25,0.452807004
12388.427326,56,12,1,3600,360,0,0.0,38912.825651,38912.825651,0.0,0.0,2500,6500,6600,487600.0,481000.0,31070,456530.0,1001.75,0.3089212823
12232.763102,56,12,1,3600,240,0,0.0,31346.442886,31346.442886,0.0,0.0,2500,6500,6600,457700.0,451100.0,22050,435650.0,1301.25,0.4981426459
1817.1538551,57,11,1,3000,2400,0,0.0,144842.18437,105929.35872,0.0,0.0,2000,2910,109910,416910.0,307000.0,136700,280210.0,2067.5,0.1712898774
1709.757555,57,11,1,3000,2400,0,0.0,145923.09619,108091.18236,0.0,0.0,1800,2650,99650,406650.0,307000.0,154700,251950.0,2457.5,0.2020927514
1776.8118489,57,11,1,3000,2400,0,0.0,141599.4489,90796.593186,0.0,0.0,1700,2470,107470,414470.0,307000.0,153400,261070.0,2205.0,0.1868651341
1716.2132091,57,11,1,3000,2400,0,0.0,148084.91984,100524.7996,0.0,0.0,1500,2010,103010,410010.0,307000.0,154600,255410.0,2990.0,0.2422934087
1754.8960669,57,11,1,3000,2400,0,0.0,139437.62525,92958.416834,0.0,0.0,2200,2790,96790,403790.0,307000.0,195900,207890.0,2327.5,0.2003046161
47.502364714,60,12,1,26000,26000,0,0.0,731777.30461,324273.54709,3242735.4709,-3242.735471,100000,265000,39265000,119883100.0,80618100.0,0,119883100.0,0.0,0.0
47.087570903,60,12,1,26000,26000,0,0.0,758800.1002,324273.54709,3242735.4709,-3242.735471,100000,265000,39265000,119882900.0,80617900.0,0,119882900.0,0.0,0.0
47.456570067,60,12,1,26000,26000,0,0.0,188078.65731,324273.54709,3242735.4709,-3242.735471,100000,265000,39265000,121253000.0,81988000.0,0,121253000.0,0.0,0.0
48.418794905,60,12,1,26000,26000,0,0.0,759881.01202,324273.54709,3242735.4709,-3242.735471,100000,265000,39265000,123922000.0,84657000.0,0,123922000.0,0.0,0.0
47.783146105,60,12,1,26000,26000,0,0.0,759881.01202,324273.54709,3242735.4709,-3242.735471,100000,265000,39265000,119883100.0,80618100.0,0,119883100.0,0.0,0.0
678.86930747,61,11,1,11440,2600,0,0.0,0.0,242124.2485,50046.217435,0.0,53800,138800,5491800,152501800.0,147010000.0,0,152501800.0,0.0,0.0
671.83237036,61,11,1,9360,2080,0,0.0,0.0,233476.95391,44317.38477,0.0,67100,150100,4297100,157153100.0,152856000.0,0,157153100.0,0.0,0.0
619.95334878,61,11,1,9880,1560,0,0.0,0.0,246447.89579,38588.552104,0.0,62400,138400,3272400,153579400.0,150307000.0,0,153579400.0,0.0,0.0
691.5135948,61,11,1,10920,4680,0,0.0,0.0,237800.6012,50694.764529,0.0,50500,146500,9043500,159082500.0,150039000.0,0,159082500.0,0.0,0.0
671.77291557,61,11,1,9880,4160,0,0.0,0.0,243205.16032,34048.722445,0.0,59700,140700,3502700,152918700.0,149416000.0,0,152918700.0,0.0,0.0
8340.0072297,77,9,0,2400,480,0,690.0,22699.148297,0.0,0.0,0.0,0,140,1390,6490.0,5100.0,4290,2200.0,121.0,0.0639671578
8309.0642412,77,9,0,2400,480,0,690.0,22699.148297,0.0,0.0,0.0,0,140,1390,6490.0,5100.0,4190,2300.0,118.5,0.0626455223
8352.2844181,77,9,0,2400,480,0,690.0,21618.236473,0.0,0.0,0.0,0,140,1190,6290.0,5100.0,4200,2090.0,118.75,0.0659165701
8279.0531631,77,9,0,2400,480,0,690.0,21618.236473,0.0,0.0,0.0,0,140,1190,6290.0,5100.0,4200,2090.0,108.75,0.060365701
8340.0457416,77,9,0,2400,480,0,690.0,22699.148297,0.0,0.0,0.0,0,140,1190,6290.0,5100.0,4200,2090.0,118.75,0.0627776858
44.996163617,61,9,0,10920,16120,0,0.0,7306963.9279,0.0,2220192.8858,5620741.483,374000,2138300,15274300,72371300.0,57097000.0,1960000,70411300.0,0.0,0.0
45.397602526,61,9,0,10920,15080,0,0.0,6809744.489,0.0,2378006.012,5512650.3006,360000,2115700,15817700,71939700.0,56122000.0,1660000,70279700.0,0.0,0.0
45.754688401,61,9,0,10920,16120,0,0.0,6269288.5772,0.0,2211545.5912,5134331.1623,340000,1903700,15247700,78065700.0,62818000.0,1700000,76365700.0,0.0,0.0
46.679523969,61,9,0,10400,14040,0,0.0,6355761.523,0.0,2302342.1844,5134331.1623,337000,2102700,15548700,81747700.0,66199000.0,1970000,79777700.0,0.0,0.0
45.24987074,61,9,0,10400,16120,0,0.0,6669225.9519,0.0,2211545.5912,5134331.1623,370000,2127500,15205500,81568500.0,66363000.0,1910000,79658500.0,0.0,0.0
3169.6104334,62,14,1,30000,11880,0,0.0,28103.707415,0.0,31281.588176,-3242.735471,3800,7000,1794200,2682800.0,888600.0,0,2682800.0,0.0,0.0
3352.8363044,62,14,1,30000,6360,0,0.0,23780.06012,0.0,28060.470942,-3242.735471,81000,94600,917150,1881750.0,964600.0,0,1881750.0,0.0,0.0
6624.7983285,62,14,1,30000,8160,0,0.0,8647.2945892,0.0,11835.984469,-3242.735471,6400,9100,11046100,12009600.0,963500.0,0,12009600.0,0.0,0.0
3115.8845259,62,14,1,30000,9000,0,0.0,14051.853707,0.0,18375.501002,-3242.735471,14000,22500,1599200,2334700.0,735500.0,0,2334700.0,0.0,0.0
3120.8438381,62,14,1,30000,6720,0,0.0,20537.324649,0.0,23477.40481,-3242.735471,6700,9200,1545300,2306800.0,761500.0,0,2306800.0,0.0,0.0
1971.9938919,84,14,0,4160,6240,0,0.0,172081.16232,36751.002004,17294.589178,-3242.735471,0,124000,884000,2118900.0,1234900.0,0,2118900.0,0.0,0.0
2097.2993346,84,14,0,4160,6760,0,0.0,168838.42685,34589.178357,16213.677355,-3242.735471,0,124000,1387000,2150000.0,763000.0,0,2150000.0,0.0,0.0
1906.2207662,84,14,0,3640,6760,0,0.0,172081.16232,33508.266533,21618.236473,-3242.735471,0,124000,1093000,1997000.0,904000.0,0,1997000.0,0.0,0.0
1971.5252926,84,14,0,3640,6760,0,0.0,175323.8978,34589.178357,20537.324649,-3242.735471,0,124000,2039000,2798100.0,759100.0,0,2798100.0,0.0,0.0
3820.6746425,84,14,0,4160,6760,0,0.0,168838.42685,39993.737475,11890.03006,-3242.735471,0,124000,2239000,3660000.0,1421000.0,0,3660000.0,0.0,0.0
19279.96347,59,8,1,10560,360,0,0.0,100524.7996,91877.50501,0.0,0.0,27000,31000,31000,323700.0,292700.0,3000,320700.0,75.0,0.0089530146
18268.289983,59,8,1,10560,360,0,0.0,99443.887776,90796.593186,0.0,0.0,27000,31000,31000,321900.0,290900.0,3000,318900.0,75.0,0.00905033
18615.036909,59,8,1,10560,360,0,0.0,85392.034068,76744.739479,0.0,0.0,27000,31000,31000,318800.0,287800.0,3000,315800.0,75.0,0.0105396248
18367.802253,59,8,1,10560,360,0,0.0,74582.915832,65935.621242,0.0,0.0,27000,31000,31000,320000.0,289000.0,3000,317000.0,75.0,0.0120671067
18445.067698,59,8,1,10560,360,0,0.0,101605.71142,92958.416834,0.0,0.0,27000,31000,31000,316900.0,285900.0,3000,313900.0,75.0,0.0088577698
15861.045883,70,9,0,1200,600,0,0.0,27022.795591,0.0,0.0,0.0,30000,30300,30300,98300.0,68000.0,0,98300.0,0.0,0.0
14798.175603,70,9,0,1200,600,0,0.0,27022.795591,0.0,0.0,0.0,30000,30300,30300,101400.0,71100.0,0,101400.0,0.0,0.0
15131.800455,70,9,0,1200,600,0,0.0,30265.531062,0.0,0.0,0.0,30000,30300,30300,100500.0,70200.0,0,100500.0,0.0,0.0
14857.401584,70,9,0,1200,600,0,0.0,27022.795591,0.0,0.0,0.0,30000,30300,30300,100200.0,69900.0,0,100200.0,0.0,0.0
14787.687928,70,9,0,1200,600,0,0.0,28103.707415,0.0,0.0,0.0,30000,30300,30300,99400.0,69100.0,0,99400.0,0.0,0.0
1998.0367397,60,11,0,7200,10400,0,0.0,159974.9499,0.0,0.0,11890.03006,100000,195700,968700,2600700.0,1632000.0,536000,2064700.0,2200.0,0.165025837
2336.7307987,60,11,0,7200,10400,0,0.0,159974.9499,0.0,0.0,11890.03006,100000,195700,968700,2600700.0,1632000.0,536000,2064700.0,2200.0,0.165025837
1676.3735618,60,11,0,7200,10400,0,0.0,159974.9499,0.0,0.0,11890.03006,100000,195700,968700,2600700.0,1632000.0,536000,2064700.0,2200.0,0.165025837
1988.1834706,60,11,0,7200,10400,0,0.0,161055.86172,0.0,0.0,11890.03006,100000,195700,968700,2600700.0,1632000.0,536000,2064700.0,2200.0,0.163918281
1803.2943464,60,11,0,7200,10400,0,0.0,159974.9499,0.0,0.0,11890.03006,100000,195700,968700,2600700.0,1632000.0,536000,2064700.0,2200.0,0.165025837
7897.845012,49,13,1,6240,3640,0,0.0,194564.12826,192402.30461,0.0,0.0,97000,104700,614700,1443800.0,829100.0,473000,970800.0,3564.424586,0.2198406017
7923.7073701,49,13,1,6120,3640,0,0.0,194564.12826,192402.30461,0.0,0.0,97000,117000,277000,1105100.0,828100.0,473000,632100.0,3564.424586,0.2198406017
8537.6020545,49,13,1,7800,3640,0,0.0,194564.12826,192402.30461,0.0,0.0,97000,386700,469700,1298800.0,829100.0,473000,825800.0,3564.424586,0.2198406017
8139.639734,49,13,1,5400,3640,0,0.0,194564.12826,192402.30461,0.0,0.0,97000,106500,411500,1239600.0,828100.0,474000,765600.0,3570.8586161,0.2202374291
8668.0657655,49,13,1,6240,3640,0,0.0,194564.12826,192402.30461,0.0,0.0,97000,387300,500300,1329400.0,829100.0,474000,855400.0,3570.8586161,0.2202374291
12927.234066,52,11,1,3600,1200,0,0.0,87553.857715,86472.945892,194.56412826,0.0,0,44100,306000,631400.0,325400.0,101000,530400.0,830.0,0.1137585511
12978.412419,52,11,1,3600,1200,0,0.0,87553.857715,86472.945892,194.56412826,0.0,0,44100,775100,1101600.0,326500.0,79000,1022600.0,830.0,0.1137585511
13977.785164,52,11,1,3600,1200,0,0.0,87553.857715,86472.945892,194.56412826,0.0,0,45100,1106100,1431500.0,325400.0,82000,1349500.0,830.0,0.1137585511
13335.085858,52,11,1,3600,1200,0,0.0,86472.945892,86472.945892,194.56412826,0.0,0,43100,793100,1118500.0,325400.0,92000,1026500.0,830.0,0.115180533
11356.171802,52,11,1,3600,1200,0,0.0,87553.857715,86472.945892,194.56412826,0.0,0,45100,1472100,1797500.0,325400.0,102000,1695500.0,830.0,0.1137585511
2802.0426859,73,14,1,2400,9600,0,0.0,609634.26854,295088.92786,38923.63477,73502.004008,0,377000,3903000,5155000.0,1252000.0,0,5155000.0,0.0,0.0
2969.5181074,73,14,1,2400,9600,0,0.0,609634.26854,295088.92786,38923.63477,74582.915832,0,377000,3903000,5157000.0,1254000.0,0,5157000.0,0.0,0.0
3061.7145409,73,14,1,2400,9600,0,0.0,609634.26854,296169.83968,38923.63477,73502.004008,0,377000,3903000,5155000.0,1252000.0,0,5155000.0,0.0,0.0
